modification.type,modification.ID,design.decision,expectation.tested,motivation.for.test,source,statistical.action.or.logging.necessary,requires.statistically.motivated.action,logging.in.known.remaining.dependencies,relative.overlap.fsmall.in.flarge.sufficient,over.19.samples.applicable.for.test,mu.plus.sigma.under.20,cohens.d.over.13,resulting.modification,relevant.features,resulting.added.features,is.added.feature.kept,resulting.removed.features,feature.1.for.test,feature.2.for.test,test,f1.equals.for.test,f1.unequals.for.test,f2.equals.for.test,f2.unequals.for.test,nr.lgs.f1,nr.lgs.f2,absolute.overlap.f1.f2,relative.overlap.fsmall.in.flarge,relative.overlap.flarge.in.fsmall,samples.disregarded.insufficient.lgs.applicable,samples.assessed,mean.d1.across.tested.samples,sd.d1.across.tested.samples,mean.plus.sd.d1.across.tested.samples,mean.d2.across.tested.samples,sd.d2.across.tested.samples,mean.plus.sd.d2.across.tested.samples,mean.baseline.1,mean.baseline.2,d1.baseline1.cohensd,d2.baseline2.cohensd,maximum.sum,minimum.cohensd,minimum.sum,maximum.cohensd
statistical,S-POL-10,,verbal morphology OR intonation only,different states in WALS chapter 116,wals116,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB949m, GB257",NA,NA,NA,GB949m,GB257,OR,1,0,1,0,1638,1635,1466,0.8966360856,0.894993895,0,500,0.21,0.08,0.29,0.16,0.06,0.22,0.56,0.66,3.1,5.6,0.29,3.1,0.22,5.6
statistical,S-POL-11,,special word order OR particle,different states in WALS chapter 116,wals116,"yes, but only for one of the OR dimensions, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,no,tendency logged in known.remaining.dependencies,"GB260, GB950m",NA,NA,NA,GB260,GB950m,OR,1,0,1,0,1758,1724,1642,0.9524361949,0.9340159272,96,404,0.57,0.39,0.96,0.02,0.02,0.04,0.43,0.98,0.3,36.4,0.96,0.3,0.04,36.4
statistical,S-POL-12,,special word order OR intonation only,different states in WALS chapter 116,wals116,"yes, but only for one of the OR dimensions, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,no,tendency logged in known.remaining.dependencies,"GB260, GB257",NA,NA,NA,GB260,GB257,OR,1,0,1,0,1758,1635,1585,0.9694189602,0.901592719,139,361,0.67,0.41,1.08,0.03,0.02,0.06,0.56,0.97,0.3,29.9,1.08,0.3,0.06,29.9
statistical,S-POL-13,,special word order OR verbal morphology,different states in WALS chapter 116,wals116,no,no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB260, GB949m",NA,NA,NA,GB260,GB949m,OR,1,0,1,0,1758,1638,1575,0.9615384615,0.8959044369,109,391,0.05,0.18,0.23,0,0.01,0.02,0.66,0.97,3.3,51.9,0.23,3.3,0.02,51.9
statistical,S-POL-WOO-1,,"IF polar interrogative particle, THEN pragmatically unmarked constituent order NOT verb-initial for transitive clauses","cf Greenberg 1963, U10",greenberg1963some,no,no,no,yes,yes,no,no,NA,"GB950m, GB131",NA,NA,NA,GB950m,GB131,THEN,1,0,0,1,1724,2348,1682,0.975638051,0.7163543441,0,500,0.23,0.05,0.28,,,,0.2,,0.6,,0.28,0.6,0.28,0.6
statistical,S-POL-WOO-2,,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN polar interrogative particle clause-initial","cf Greenberg 1963, U12",greenberg1963some,no,no,no,yes,yes,no,no,NA,"GB131, GB262c",NA,NA,NA,GB131,GB262c,THEN,1,0,1,0,2348,998,972,0.9739478958,0.4139693356,2,498,0.58,0.13,0.71,,,,0.72,,1.2,,0.71,1.2,0.71,1.2
statistical,S-POS-1a,,predicative possession of type locative OR dative,different states in WALS chapter 117,wals117,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB252c, GB253c",NA,NA,NA,GB252c,GB253c,OR,1,0,1,0,706,696,671,0.9640804598,0.9504249292,0,500,0.14,0.08,0.23,0.19,0.11,0.3,0.68,0.63,4.3,2.8,0.3,2.8,0.23,4.3
statistical,S-POS-1b,,predicative possession of type locative OR genitive,different states in WALS chapter 117,wals117,"yes, but only for one of the OR dimensions, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,no,tendency logged in known.remaining.dependencies,"GB252c, GB254c",NA,NA,NA,GB252c,GB254c,OR,1,0,1,0,706,774,680,0.9631728045,0.8785529716,0,500,0.4,0.12,0.52,0.25,0.08,0.33,0.38,0.63,0.1,2.9,0.52,0.1,0.33,2.9
statistical,S-POS-1c,,predicative possession of type dative OR genitive,different states in WALS chapter 117,wals117,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB253c, GB254c",NA,NA,NA,GB253c,GB254c,OR,1,0,1,0,696,774,674,0.9683908046,0.8708010336,0,500,0.17,0.12,0.29,0.08,0.06,0.15,0.38,0.68,1.3,5.3,0.29,1.3,0.15,5.3
statistical,S-POS-2,,predicative possession of type have OR with,different states in WALS chapter 117,wals117,"yes, but only for one of the OR dimensions, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,no,tendency logged in known.remaining.dependencies,"GB250, GB256",NA,NA,NA,GB250,GB256,OR,1,0,1,0,1510,1362,1278,0.9383259912,0.8463576159,0,500,0.13,0.06,0.18,0.45,0.17,0.62,0.86,0.51,8.6,0.3,0.62,0.3,0.18,8.6
statistical,S-POS-3-C,,"IF adnominal possession coded on the possessed noun (conditioned on SAP-affixing), THEN alienable/inalienable distinction",,,no,no,no,yes,yes,no,no,NA,"GB059, GB591mC",NA,NA,NA,GB591mC,GB059,THEN,1,0,1,0,1130,2031,997,0.882300885,0.4908911866,0,500,0.53,0.07,0.6,,,,0.5,,0.5,,0.6,0.5,0.6,0.5
statistical,S-POS-3-O,,"IF adnominal possession coded on the possessed noun, THEN alienable/inalienable distinction",,nichols1988alienable[576],this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,no,yes,yes,no,no,NA,"GB059, GB591m",NA,NA,NA,GB591m,GB059,THEN,1,0,1,0,1873,2031,1565,0.8355579285,0.7705563762,0,500,0.51,0.07,0.58,,,,0.5,,0.1,,0.58,0.1,0.58,0.1
statistical,S-POS-4,,prefixes OR suffixes on the possessum for adnominal possession,"Category clustering (Mansfield et al., 2020)",mansfield2020category,"yes, but only for one of the OR dimensions, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,no,tendency logged in known.remaining.dependencies,"GB431c, GB433c",NA,NA,NA,GB431c,GB433c,OR,1,0,1,0,913,928,907,0.9934282585,0.9773706897,0,500,0.21,0.06,0.27,0.27,0.08,0.35,0.5,0.36,2.6,0.7,0.35,0.7,0.27,2.6
statistical,S-POS-5,,prefixes OR suffixes on the possessor for adnominal possession,"different states in WALS 57 and combined state very rare. Category clustering (Mansfield et al., 2020)",wals57;mansfield2020category,"yes, but only for one of the OR dimensions, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,no,tendency logged in known.remaining.dependencies,"GB430c, GB432c",NA,NA,NA,GB430c,GB432c,OR,1,0,1,0,639,644,633,0.9906103286,0.9829192547,13,487,0.13,0.2,0.33,0.01,0.01,0.03,0.08,0.91,0.2,20.1,0.33,0.2,0.03,20.1
statistical,S-POS-6-C,,"IF possessive classifiers (conditioned on alienable/inalienable distinction), THEN adnominal possession coded on the possessed noun (conditioned on SAP)",,,no,no,no,yes,yes,no,no,NA,"GB058C, GB591mC",NA,NA,NA,GB058C,GB591mC,THEN,1,0,1,0,890,1130,424,0.4764044944,0.3752212389,5,495,0.2,0.2,0.4,,,,0.41,,1,,0.4,1,0.4,1
statistical,S-POS-6-O,,"IF possessive classifiers, THEN adnominal possession coded on the possessed noun",,wals58,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,no,yes,yes,no,no,NA,"GB058, GB591m",NA,NA,NA,GB058,GB591m,THEN,1,0,1,0,2233,1873,1744,0.931126535,0.7810120914,2,498,0.26,0.19,0.45,,,,0.47,,1.1,,0.45,1.1,0.45,1.1
statistical,S-POS-7,,"IF possessive classifiers, THEN alienable/inalienable distinction",,wals58,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB058, GB059",GB058C,yes,GB058,GB058,GB059,THEN,1,0,1,0,2233,2031,1940,0.9551944855,0.868786386,0,500,0.07,0.1,0.17,,,,0.5,,4.3,,0.17,4.3,0.17,4.3
statistical,S-POS-8-C,,"IF alienable/inalienable distinction, THEN NOT adnominal possession coded on the possessor (conditioned on case)",,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB059, GB590mC",NA,NA,NA,GB059,GB590mC,THEN,1,0,0,1,2031,1152,996,0.8645833333,0.4903988183,0,500,0.46,0.09,0.55,,,,0.56,,1.3,,0.55,1.3,0.55,1.3
statistical,S-POS-8-O,,"IF alienable/inalienable distinction, THEN NOT adnominal possession coded on the possessor","Note that Nichols formulates this on the basis of languages with dependent marking ONLY, such that this expectation formulated here is weak",nichols1988alienable[576],this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,no,yes,yes,no,no,NA,"GB059, GB590m",NA,NA,NA,GB059,GB590m,THEN,1,0,0,1,2031,1850,1548,0.8367567568,0.7621861152,0,500,0.4,0.07,0.47,,,,0.46,,1,,0.47,1,0.47,1
statistical,S-POS-CAS-1,,"IF adnominal possession is coded on the possessor, THEN case","Coding on the possessor is frequently genitive, so we expect many of these languages to have case marking, at a minimum for genitives (obliques)",,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB590m, GB480m",GB590mC,yes,GB590m,GB590m,GB480m,THEN,1,0,1,0,1850,2246,1713,0.9259459459,0.7626892253,0,500,0.11,0.04,0.15,,,,0.24,,3.2,,0.15,3.2,0.15,3.2
statistical,S-POS-CAS-2,,"IF predicative possession of type locative, THEN oblique case on NP","If you have possession with a locative, it is likely a case-marked locative, which is used elsewhere outside of possession.",,no,no,no,yes,yes,yes,no,NA,"GB252c, GB887drmc",NA,NA,NA,GB252c,GB887drmc,THEN,1,0,1,0,706,1464,532,0.7535410765,0.3633879781,0,500,0.04,0.05,0.09,,,,0.06,,0.4,,0.09,0.4,0.09,0.4
statistical,S-POS-CAS-3,,"IF predicative possession of type dative, THEN oblique case on NP","If predicative possession uses a dative, it is probably a case marked dative. If so, this means the language has a dative which it uses elsewhere",,no,no,no,yes,yes,yes,no,NA,"GB253c, GB887drmc",NA,NA,NA,GB253c,GB887drmc,THEN,1,0,1,0,696,1464,533,0.7658045977,0.3640710383,0,500,0.08,0.08,0.16,,,,0.06,,0.3,,0.16,0.3,0.16,0.3
statistical,S-POS-CAS-4,,"IF predicative possession of type adnominal possesor, THEN oblique case on NP","An adnominal possessor is typically a genitive, which is definitionally an oblique case marker. Most languages with such constructions will have genitives in this position",,no,no,no,yes,yes,yes,no,NA,"GB254c, GB887drmc",NA,NA,NA,GB254c,GB887drmc,THEN,1,0,1,0,774,1464,588,0.7596899225,0.4016393443,0,500,0.09,0.06,0.15,,,,0.06,,0.6,,0.15,0.6,0.15,0.6
statistical,S-PRO-CAS-1,,"IF special adnominal possessive pronouns, THEN case in pronouns","Adnominal possessive pronouns are typically genitives, and languages with genitives typically have other case-marking. Genitives arising without other cases in a language are rare",,no,no,no,yes,yes,yes,no,NA,"GB313, GB549drmc",NA,NA,NA,GB313,GB549drmc,THEN,1,0,1,0,1935,1424,1197,0.8405898876,0.6186046512,0,500,0.07,0.04,0.11,,,,0.09,,0.6,,0.11,0.6,0.11,0.6
statistical,S-PRO-GEN-1,,"IF male/female distinction in 2nd person pronoun, THEN male/female distinction in 3rd person too","Languages that have a distinction in 1st person while they do not have a gender distinction in 3rd person are most probably languages with genderlects (Rose 2018). There is also a well-known hierarchy that grammatical gender distinctions are much more common in 3rd person, then 2nd person and finally 1st person. (Cysouw 2003, Corbett 1991)",rose2018typology;cysouw2003paradigmatic[16],"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB196, GB030",GB196C,yes,GB196,GB196,GB030,THEN,1,0,1,0,2168,2370,2140,0.9870848708,0.9029535865,2,498,0.08,0.12,0.2,,,,0.71,,5.2,,0.2,5.2,0.2,5.2
statistical,S-PRO-GEN-2,,"IF male/female distinction in 1st person pronoun, THEN male/female distinction in 3rd person","cf Greenberg 1963, U44. Languages that have a distinction in 2nd person while they do not have a gender distinction in 3rd person are most probably languages with genderlects (Rose 2018). There is also a well-known hierarchy that grammatical gender distinctions are much more common in 3rd person, then 2nd person and finally 1st person.",greenberg1963some;rose2018typology,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB197, GB030",GB197C,yes,GB197,GB197,GB030,THEN,1,0,1,0,2173,2370,2145,0.9871145881,0.9050632911,15,485,0.03,0.1,0.13,,,,0.71,,6.3,,0.13,6.3,0.13,6.3
statistical,S-PRO-GEN-3,,"IF male/female distinction in 1st person pronoun, THEN male/female distinction in 2nd person","cf Greenberg 1963, U44. There is a well-known hierarchy that grammatical gender distinctions are much more common in 3rd person, then 2nd person and finally 1st person",greenberg1963some;rose2018typology,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB197C, GB196C",NA,NA,NA,GB197C,GB196C,THEN,1,0,1,0,495,493,492,0.9979716024,0.9939393939,17,483,0.16,0.21,0.37,,,,0.81,,3.3,,0.37,3.3,0.37,3.3
statistical,S-REF-1-C,,phonologically bound reflexive/reciprocal marking (if SAP present) OR phonologically independent reflexive/reciprocal marking,,,"yes, but only for one of the OR dimensions, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,no,tendency logged in known.remaining.dependencies,"GB852drmC, GB853drm",NA,NA,NA,GB852drmC,GB853drm,OR,1,0,1,0,1280,1637,981,0.76640625,0.5992669517,0,500,0.43,0.06,0.49,0.57,0.07,0.64,0.44,0.29,0.2,2.8,0.64,0.2,0.49,2.8
statistical,S-REF-1-O,,phonologically bound reflexive/reciprocal marking OR phonologically independent reflexive/reciprocal marking,Single strategy may be expected,,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,yes,yes,yes,no,no,NA,"GB852drm, GB853drm",NA,NA,NA,GB852drm,GB853drm,OR,1,0,1,0,2014,1637,1507,0.9205864386,0.7482621648,0,500,0.43,0.06,0.48,0.51,0.06,0.57,0.44,0.33,0.2,2,0.57,0.2,0.48,2
statistical,S-REF-2,,reflexives AND reciprocals,"Both reflexives and reciprocals conceptually fill an object and a subject role with the same elements, so we expect languages with one to have the other",,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated full removal,"GB850drm, GB851drm",NA,NA,GB851drm,GB850drm,GB851drm,AND,1,0,1,0,1794,1770,1560,0.8813559322,0.8695652174,0,500,0.14,0.04,0.18,0.07,0.03,0.1,0.2,0.13,2.4,2.5,0.18,2.4,0.1,2.5
statistical,S-REL-1,,following OR preceding relative clauses,Single strategy for relative clauses may be expected,,"yes, but f1 is removed due to other tests - logging tendencies not applicable",no,yes,yes,yes,no,yes,NA,"GB327, GB328",NA,NA,NA,GB327,GB328,OR,1,0,1,0,1739,1594,1556,0.9761606023,0.8947671075,0,500,0.24,0.05,0.29,0.44,0.08,0.53,0.62,0.26,4,1.6,0.53,1.6,0.29,4
statistical,S-REL-2,,preceding OR internally-headed,Single strategy for relative clauses may be expected,,"yes, but f1 is removed due to other tests - logging tendencies not applicable",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB328, GB329c",NA,NA,NA,GB328,GB329c,OR,1,0,1,0,1594,298,277,0.9295302013,0.1737766625,25,475,0.65,0.15,0.8,0.4,0.12,0.52,0.28,0.62,1.6,1.5,0.8,1.5,0.52,1.6
statistical,S-REL-3,,preceding OR correlative,Single strategy for relative clauses may be expected,,no,no,no,yes,yes,no,no,NA,"GB328, GB330c",NA,NA,NA,GB328,GB330c,OR,1,0,1,0,1594,292,270,0.9246575342,0.1693851945,45,455,0.55,0.16,0.71,0.44,0.14,0.58,0.43,0.61,0.5,1.1,0.71,0.5,0.58,1.1
statistical,S-REL-4a-C,,internally headed OR non-adjacent relative clauses (conditioned on relative clause being able to follow the noun),,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB329c, GB331C",NA,NA,NA,GB329c,GB331C,OR,1,0,1,0,298,1096,167,0.5604026846,0.1523722628,140,360,0.33,0.17,0.5,0.84,0.29,1.12,0.84,0.28,2.6,1.7,1.12,1.7,0.5,2.6
statistical,S-REL-4a-O,,internally headed OR non-adjacent relative clauses,Single strategy for relative clauses may be expected,,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also.,no,yes,yes,yes,no,yes,NA,"GB329c, GB331",NA,NA,NA,GB329c,GB331,OR,1,0,1,0,298,1399,260,0.8724832215,0.1858470336,123,377,0.18,0.09,0.28,0.86,0.25,1.11,0.87,0.28,6,2,1.11,2,0.28,6
statistical,S-REL-4b,,correlative OR internally-headed relative clauses,Single strategy for relative clauses may be expected,,no,no,no,yes,yes,no,no,NA,"GB330c, GB329c",NA,NA,NA,GB330c,GB329c,OR,1,0,1,0,292,298,276,0.9452054795,0.9261744966,0,500,0.4,0.15,0.56,0.33,0.12,0.45,0.28,0.43,0.5,0.5,0.56,0.5,0.45,0.5
statistical,S-REL-4c-C,,correlative OR non-adjacent relative clauses (conditioned on relative clause being able to follow the noun),,,"yes, but only for one of the OR dimensions, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,no,tendency logged in known.remaining.dependencies,"GB330c, GB331C",NA,NA,NA,GB330c,GB331C,OR,1,0,1,0,292,1096,167,0.5719178082,0.1523722628,120,380,0.22,0.18,0.4,0.56,0.4,0.95,0.84,0.43,3.1,0.3,0.95,0.3,0.4,3.1
statistical,S-REL-4c-O,,correlative OR non-adjacent relative clauses,Single strategy for relative clauses may be expected,,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,yes,yes,yes,no,no,NA,"GB330c, GB331",NA,NA,NA,GB330c,GB331,OR,1,0,1,0,292,1399,262,0.897260274,0.1872766262,110,390,0.14,0.11,0.25,0.47,0.36,0.83,0.87,0.43,5.5,0.1,0.83,0.1,0.25,5.5
statistical,S-REL-5,,"IF non-adjacent relative clauses, THEN following relative clauses","Non-adjacency is frequently driven pragmatically by afterthoughts, so we expect non-adjacency to be aligned with a order where the item follows its head",,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB331, GB327",GB331C,yes,GB331,GB331,GB327,THEN,1,0,1,0,1399,1739,1372,0.9807005004,0.7889591719,0,500,0.08,0.1,0.18,,,,0.26,,1.8,,0.18,1.8,0.18,1.8
statistical,S-SAP-01a-C,,variations in marking strategies of core participants based on TAM distinctions (conditioned on TAM) OR variations in marking strategies of core participants based on verb classes (conditioned on SAP) ,,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB095C, GB096C",NA,NA,NA,GB095C,GB096C,OR,1,0,1,0,1666,1318,1290,0.9787556904,0.7743097239,0,500,0.2,0.08,0.28,0.22,0.09,0.3,0.81,0.82,6.2,5.9,0.3,5.9,0.28,6.2
statistical,S-SAP-01a-O,,variations in marking strategies of core participants based on TAM distinctions OR variations in marking strategies of core participants based on verb classes ,"Alignment splits may be expected to occur according to one domain (TAM, verb class, or person). However, the Grambank feature includes alignment splits and change in position. We test this to see if alignment splits might be driving a dependence",,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also.,no,yes,yes,yes,no,yes,NA,"GB095, GB096",NA,NA,NA,GB095,GB096,OR,1,0,1,0,2040,2045,1992,0.9764705882,0.9740831296,0,500,0.2,0.08,0.28,0.19,0.08,0.26,0.82,0.84,6.6,7.2,0.28,6.6,0.26,7.2
statistical,S-SAP-01b-C,,variations in marking strategies of core participants based on TAM distinctions (conditioned on TAM) OR variations in marking strategies of core participants based on person distinctions (conditioned on SAP),,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB095C, GB098C",NA,NA,NA,GB095C,GB098C,OR,1,0,1,0,1666,1326,1294,0.97586727,0.7767106843,0,500,0.5,0.11,0.61,0.31,0.07,0.38,0.67,0.82,1.3,5.4,0.61,1.3,0.38,5.4
statistical,S-SAP-01b-O,,variations in marking strategies of core participants based on TAM distinctions OR variations in marking strategies of core participants based on person distinctions,"Alignment splits may be expected to occur according to one domain (TAM, verb class, or person). However, the Grambank feature includes alignment splits and change in position. We test this to see if alignment splits might be driving a dependence",,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also.,no,yes,yes,yes,no,yes,NA,"GB095, GB098",NA,NA,NA,GB095,GB098,OR,1,0,1,0,2040,2057,1998,0.9794117647,0.9713174526,0,500,0.5,0.1,0.6,0.28,0.07,0.35,0.7,0.84,1.7,6.4,0.6,1.7,0.35,6.4
statistical,S-SAP-01c-C,,variations in marking strategies of core participants based on verb classes (conditioned on SAP) OR variations in marking strategies of core participants based on person distinctions (conditioned on SAP),,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB096C, GB098C",NA,NA,NA,GB096C,GB098C,OR,1,0,1,0,1318,1326,1283,0.9734446131,0.967571644,0,500,0.43,0.11,0.53,0.25,0.07,0.31,0.67,0.81,1.9,6.2,0.53,1.9,0.31,6.2
statistical,S-SAP-01c-O,,variations in marking strategies of core participants based on verb classes OR variations in marking strategies of core participants based on person distinctions,"Alignment splits may be expected to occur according to one domain (TAM, verb class, or person). However, the Grambank feature includes alignment splits and change in position. We test this to see if alignment splits might be driving a dependence",,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also.,no,yes,yes,yes,no,yes,NA,"GB096, GB098",NA,NA,NA,GB096,GB098,OR,1,0,1,0,2045,2057,1992,0.9740831296,0.9684005834,0,500,0.41,0.1,0.5,0.25,0.06,0.31,0.7,0.82,2.5,7,0.5,2.5,0.31,7
statistical,S-SAP-03-C,,"IF pro-drop/null anaphora, THEN SAP-indexing (if morphological TAM present)","The GB522 chapter description elaborates that pro-drop is not mutually exclusive with S/A indexing, approximated by SAP-indexing here",,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB522, GB625mC",GB522C,yes,GB522,GB522,GB625mC,THEN,1,0,1,0,1535,1889,1239,0.8071661238,0.655902594,0,500,0.08,0.03,0.11,,,,0.13,,1.8,,0.11,1.8,0.11,1.8
statistical,S-SAP-03-O,,"IF pro-drop/null anaphora, THEN SAP-indexing","The GB522 chapter description elaborates that pro-drop is not mutually exclusive with S/A indexing, approximated by SAP-indexing here",,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,yes,yes,yes,yes,yes,yes,NA,"GB522, GB625m",NA,NA,NA,GB522,GB625m,THEN,1,0,1,0,1535,2350,1516,0.9876221498,0.645106383,0,500,0.12,0.04,0.15,,,,0.16,,1.5,,0.15,1.5,0.15,1.5
statistical,S-SAP-04,,"IF infixation at all, THEN affixal SAP-indexing and/or morphological TAM-marking","Infixing is rare, and whenever it exists it typically coexists with non-infixing affixation. SAP-indexing and morphological TAM-marking act as a proxy for all affixes.",,no,no,no,yes,yes,yes,no,NA,"GB081, GB770m",NA,NA,NA,GB081,GB770m,THEN,1,0,1,0,2146,2351,2092,0.9748369059,0.8898341131,0,500,0.01,0.04,0.05,,,,0.03,,0.6,,0.05,0.6,0.05,0.6
statistical,S-SAP-05-C,,"IF verb carries a marker of animacy of argument, THEN SAP-indexing on verb (if morphological TAM present)",,,no,no,no,yes,yes,yes,no,NA,"GB177, GB625mC",NA,NA,NA,GB177,GB625mC,THEN,1,0,1,0,1884,1889,1541,0.817940552,0.8157755426,1,499,0.06,0.11,0.17,,,,0.13,,0.6,,0.17,0.6,0.17,0.6
statistical,S-SAP-05-O,,"IF verb carries a marker of animacy of argument, THEN SAP-indexing on verb",Variations in SAP-indexing due to animacy are unexpected where there is no SAP-indexing,,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,no,yes,yes,yes,no,NA,"GB177, GB625m",NA,NA,NA,GB177,GB625m,THEN,1,0,1,0,1884,2350,1860,0.9872611465,0.7914893617,0,500,0.05,0.09,0.14,,,,0.16,,1.2,,0.14,1.2,0.14,1.2
statistical,S-SAP-06-C,,"IF verb stems alter according to the person of a core participant, THEN SAP-indexing on the verb (if morphological TAM present)",,,no,no,no,yes,yes,yes,no,NA,"GB099, GB625mC",NA,NA,NA,GB099,GB625mC,THEN,1,0,1,0,1943,1889,1553,0.8221281101,0.7992794647,0,500,0.07,0.08,0.15,,,,0.13,,0.7,,0.15,0.7,0.15,0.7
statistical,S-SAP-06-O,,"IF verb stems alter according to the person of a core participant, THEN SAP-indexing on the verb",Verb stem alternation by core participant necessarily means SAP-indexing on the stem alternating verb. We expect languages with such irregular marking of SAP to also have regular SAP indexing,,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,no,yes,yes,yes,no,NA,"GB099, GB625m",NA,NA,NA,GB099,GB625m,THEN,1,0,1,0,1943,2350,1915,0.9855892949,0.814893617,0,500,0.1,0.07,0.17,,,,0.16,,0.9,,0.17,0.9,0.17,0.9
statistical,S-SAP-07-C,,"IF verb suppletion for participant number, THEN SAP-indexing on the verb (if morphological TAM present)",,,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB109, GB625mC",GB109C,yes,GB109,GB109,GB625mC,THEN,1,0,1,0,1890,1889,1486,0.7866596083,0.7862433862,0,500,0.06,0.05,0.11,,,,0.13,,1.5,,0.11,1.5,0.11,1.5
statistical,S-SAP-07-O,,"IF verb suppletion for participant number, THEN SAP-indexing on the verb",Verb suppletion for participant number is a limited way of indexing and we expect it to co-exist with regular indexation ,,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,yes,yes,yes,yes,yes,yes,NA,"GB109, GB625m",NA,NA,NA,GB109,GB625m,THEN,1,0,1,0,1890,2350,1850,0.9788359788,0.7872340426,0,500,0.09,0.06,0.15,,,,0.16,,1.4,,0.15,1.4,0.15,1.4
statistical,S-SAP-08,,"IF conjugation classes, THEN morphological SAP- and/or TAM-marking",Conjugation classes are most typically verbs that differ by agreement and by TAM. Therefore we expect most conjugation classes to occur in languages that have SAP and/or TAM marked on the verb.,,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB111, GB770m",GB111C,yes,GB111,GB111,GB770m,THEN,1,0,1,0,2101,2351,2044,0.9728700619,0.8694172692,0,500,0.01,0.01,0.03,,,,0.03,,1.3,,0.03,1.3,0.03,1.3
statistical,S-SAP-09-C,,"IF phonologically bound reflexive/reciprocal marker on the verb, THEN SAP-indexing on the verb (if morphological TAM present)","Reflexive/reciprocal markers are a form of indexing the A and P roles, so we expect a language with reflexive/reciprocal markers to index SAP in other ways",,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB852drm, GB625mC",GB852drmC,yes,GB852drm,GB852drm,GB625mC,THEN,1,0,1,0,2014,1889,1599,0.8464796188,0.7939424032,0,500,0.1,0.03,0.13,,,,0.13,,1.4,,0.13,1.4,0.13,1.4
