original.names,new.name,description,original.features,design.logical,design.logical.statistical,modification.IDs,associated.modification.IDs.without.resulting.action,known.remaining.dependencies.after.statistical.treatment,networks.of.dependencies,recode.operation.type,condition.human.readable,condition.if.feature.conditioned,recode.operation.Rcode,original.states,new.states,recode.pattern,grouping
GB090&GB092&GB094,GB623drmc,"Do verbs take SAP-prefixes/proclitics, if there is affixal/clitic SAP-indexing at all?",FALSE,TRUE,TRUE,D-SAP-5,,,prefixing/suffixing,recode group 3 (merge features - recode via logical arguments - simple conditioning),if any SAP arguments indexed on the verb in the simple main clause at all,GB625m == 1,"1 GB090 == ""0"" & GB092 == ""0"" & GB094 == ""0"";2 GB090 == ""1"";3 GB092 == ""1"";4 GB094 == ""1"";5 ((GB090 == ""0"" & GB092 == ""0"" & GB094 == ""0"") | (GB090 == ""1"") | (GB092 == ""1"") | (GB094 == ""1"")) == F",,0;1;?,1-2/3/4-5,Grammar_linear_order
GB089&GB091&GB093,GB624drmc,"Do verbs take SAP-suffixes/enclitics, if there is affixal/clitic SAP-indexing at all?",FALSE,TRUE,TRUE,D-SAP-6,,,prefixing/suffixing,recode group 3 (merge features - recode via logical arguments - simple conditioning),if any SAP arguments indexed on the verb in the simple main clause at all,GB625m == 1,"1 GB089 == ""0"" & GB091 == ""0"" & GB093 == ""0"";2 GB089 == ""1"";3 GB091 == ""1"";4 GB093 == ""1"";5 ((GB089 == ""0"" & GB091 == ""0"" & GB093 == ""0"") | (GB089 == ""1"") | (GB091 == ""1"") | (GB093 == ""1"")) == F",,0;1;?,1-2/3/4-5,Grammar_linear_order
GB089&GB090&GB091&GB092&GB093&GB094,GB625m,Do verbs index any SAP arguments by means of affixes/clitics on the verb in the simple main clause at all?,FALSE,TRUE,FALSE,L-SAP-1;S-SAP-10,S-SAP-05-O;S-SAP-06-O;S-SAP-07-O;S-SAP-09-O;S-SAP-12-O;S-SAP-13-O;S-SAP-14-O;D-SAP-5;D-SAP-6;D-SAP-7;D-SAP-8;D-SAP-9;S-LOM-2-O;S-SAP-03-O,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB089 == ""0"" & GB090 == ""0"" &  GB091 == ""0"" & GB092 == ""0"" & GB093 == ""0"" & GB094 == ""0"";2 GB089 == ""1"";3 GB090 == ""1"";4 GB091 == ""1"";5 GB092 == ""1"";6 GB093 == ""1"";7 GB094 == ""1"";8 ((GB089 == ""0"" & GB090 == ""0"" &  GB091 == ""0"" & GB092 == ""0"" & GB093 == ""0"" & GB094 == ""0"") | (GB089 == ""1"") | (GB090 == ""1"") | (GB091 == ""1"") | (GB092 == ""1"") | (GB093 == ""1"") | (GB094 == ""1"")) == F",,0;1;?,1-2/3/4/5/6/7-8,Grammar_other
GB089&GB090&GB091&GB092&GB093&GB094,GB625mC,"Do verbs index any SAP arguments by means of affixes/clitics on the verb in the simple main clause at all, if there is morphological TAM-marking at all?",FALSE,FALSE,TRUE,S-SAP-10,S-SAP-05-C;S-SAP-06-C;S-LOM-2-C;S-SAP-07-C;S-SAP-12-C;S-SAP-13-C;S-SAP-14-C;S-SAP-03-C;S-SAP-09-C,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if morphological TAM-marking present,GB777drm == 1,"1 GB089 == ""0"" & GB090 == ""0"" &  GB091 == ""0"" & GB092 == ""0"" & GB093 == ""0"" & GB094 == ""0"";2 GB089 == ""1"";3 GB090 == ""1"";4 GB091 == ""1"";5 GB092 == ""1"";6 GB093 == ""1"";7 GB094 == ""1"";8 ((GB089 == ""0"" & GB090 == ""0"" &  GB091 == ""0"" & GB092 == ""0"" & GB093 == ""0"" & GB094 == ""0"") | (GB089 == ""1"") | (GB090 == ""1"") | (GB091 == ""1"") | (GB092 == ""1"") | (GB093 == ""1"") | (GB094 == ""1"")) == F",,0;1;?,1-2/3/4/5/6/7-8,Grammar_other
GB315&GB187,GB701drm,Is there productive diminutive marking on the noun at all?,FALSE,TRUE,TRUE,D-DIA-1,S-DIA-1,,isolating/affixing,recode group 2 (merge features - recode via logical arguments),none,,"1 GB315 == ""0"" & GB187 == ""0"";2 GB315 == ""1"";3 GB187 == ""1"";4 ((GB315 == ""0"" & GB187 == ""0"") | (GB315 == ""1"") | (GB187 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB314&GB188,GB702drm,Is there productive augmentative marking on the noun at all?,FALSE,TRUE,FALSE,D-DIA-2;S-DIA-1,,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB314 == ""0"" & GB188 == ""0"";2 GB314 == ""1"";3 GB188 == ""1"";4 ((GB314 == ""0"" & GB188 == ""0"") | (GB314 == ""1"") | (GB188 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB314&GB188,GB702drmC,"Is there productive augmentative marking on the noun at all, if there is productive diminutive marking on the noun at all?",FALSE,FALSE,TRUE,S-DIA-1,,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if productive diminutive marking on noun present,GB701drm == 1,"1 GB314 == ""0"" & GB188 == ""0"";2 GB314 == ""1"";3 GB188 == ""1"";4 ((GB314 == ""0"" & GB188 == ""0"") | (GB314 == ""1"") | (GB188 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB314&GB315,GB703drmc,"Can diminutive and/or augmentative meaning be expressed productively by a shift of gender/noun class, if there is a gender/noun class system at all?",FALSE,TRUE,TRUE,D-DIA-3,S-DIA-2,S-DIA-2,nominal classification factors,recode group 3 (merge features - recode via logical arguments - simple conditioning),if gender/noun class system present,GB551m == 1,"1 GB314 == ""0"" & GB315 == ""0"";2 GB314 == ""1"";3 GB315 == ""1"";4 ((GB314 == ""0"" & GB315 == ""0"") | (GB314 == ""1"") | (GB315 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB187&GB188,GB704drm,Is there diminutive or augmentative marking on the noun at all (excluding marking by system of nominal classification only)?,FALSE,TRUE,TRUE,D-DIA-4,S-DIA-2,S-DIA-2,isolating/affixing,recode group 2 (merge features - recode via logical arguments),none,,"1 GB187 == ""0"" & GB188 == ""0"";2 GB187 == ""1"";3 GB188 == ""1"";4 ((GB187 == ""0"" & GB188 == ""0"") | (GB187 == ""1"") | (GB188 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB089&GB090&GB091&GB092&GB093&GB094&GB086&GB312&GB082&GB083&GB084,GB770m,Is there morphological TAM and/or SAP-marking on the verb at all?,FALSE,FALSE,FALSE,L-VER-1,S-SAP-04;S-SAP-08;S-CPD-4;S-CPD-3,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB089 == ""0"" & GB090 == ""0"" &  GB091 == ""0"" & GB092 == ""0"" & GB093 == ""0"" & GB094 == ""0"" & GB086 == ""0"" & GB312 == ""0"" & GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"";2 GB089 == ""1"";3 GB090 == ""1"";4 GB091 == ""1"";5 GB092 == ""1"";6 GB093 == ""1"";7 GB094 == ""1"";8 GB086 == ""1"";9 GB312 == ""1"";10 GB082 == ""1"";11 GB083 == ""1"";12 GB084 == ""1"";13 ((GB089 == ""0"" & GB090 == ""0"" &  GB091 == ""0"" & GB092 == ""0"" & GB093 == ""0"" & GB094 == ""0"" & GB086 == ""0"" & GB312 == ""0"" & GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"") | (GB089 == ""1"") | (GB090 == ""1"") | (GB091 == ""1"") | (GB092 == ""1"") | (GB093 == ""1"") | (GB094 == ""1"") | (GB086 == ""1"") | (GB312 == ""1"") | (GB082 == ""1"") | (GB083 == ""1"") | (GB084 == ""1"")) == F",,0;1;?,1-2/3/4/5/6/7/8/9/10/11/12-13,Grammar_other
GB086&GB312&GB082&GB083&GB084,GB777drm,Can any TAM be morphologically marked on the verb?,FALSE,TRUE,TRUE,D-TAM-12,S-NEG-TAM-2;S-SAP-10;S-SAP-11;S-SAP-17;L-TAM-08,,isolating/affixing,recode group 2 (merge features - recode via logical arguments),none,,"1 GB086 == ""0"" & GB312 == ""0"" & GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"";2 GB086 == ""1"";3 GB312 == ""1"";4 GB082 == ""1"";5 GB083 == ""1"";6 GB084 == ""1"";7 ((GB086 == ""0"" & GB312 == ""0"" & GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"") | (GB086 == ""1"") | (GB312 == ""1"") | (GB082 == ""1"") | (GB083 == ""1"") | (GB084 == ""1"")) == F",,0;1;?,1-2/3/4/5/6-7,Grammar_other
GB275&GB276,GB800m,Is there a comparative degree marker on the property word at all?,FALSE,TRUE,TRUE,L-CPA-1,L-CPA-2;L-CPA-3;S-CPA-4;S-CPA-8-O;S-CPA-8-C,S-CPA-4;S-CPA-8-C,comparatives,recode group 2 (merge features - recode via logical arguments),none,,"1 GB275 == ""0"" & GB276 == ""0"";2 GB275 == ""1"";3 GB276 == ""1"";4 ((GB275 == ""0"" & GB276 == ""0"") | (GB275 == ""1"") | (GB276 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB275&GB276,GB800EO,"If there is a comparative degree marker at all, is it bound or non-bound?",FALSE,FALSE,TRUE,S-CPA-2,,,isolating/affixing,recode group 3 (merge features - recode via logical arguments - simple conditioning),if comparative degree markers present,GB800m == 1,"1 GB275 == ""1"" & GB276 %in% c(""0"", ""?"");2 GB276 == ""1"" & GB275 %in% c(""0"", ""?"");3 GB275 == ""0"" & GB276 == ""0"";4 ((GB275 == ""1"" & GB276 %in% c(""0"", ""?"")) | (GB276 == ""1"" & GB275 %in% c(""0"", ""?"")) | (GB275 == ""0"" & GB276 == ""0"")) == F",,bound;non-bound;NA;?,1-2-3-4,Grammar_other
GB114&GB305,GB850drm,Are there reflexives at all?,FALSE,TRUE,TRUE,D-REF-1,S-REF-2,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB114 == ""0"" & GB305 == ""0"";2 GB114 == ""1"";3 GB305 == ""1"";4 ((GB114 == ""0"" & GB305 == ""0"") | (GB114 == ""1"") | (GB305 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB115&GB306,GB851drm,Are there reciprocals at all?,FALSE,TRUE,FALSE,D-REF-2;S-REF-2,,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB115 == ""0"" & GB306 == ""0"";2 GB115 == ""1"";3 GB306 == ""1"";4 ((GB115 == ""0"" & GB306 == ""0"") | (GB115 == ""1"") | (GB306 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB114&GB115,GB852drm,Are there phonologically bound reflexives/reciprocals at all?,FALSE,TRUE,FALSE,D-REF-3;S-SAP-09-C,S-REF-1-O;S-SAP-09-O,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB114 == ""0"" & GB115 == ""0"";2 GB114 == ""1"";3 GB115 == ""1"";4 ((GB114 == ""0"" & GB115 == ""0"") | (GB114 == ""1"") | (GB115 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB114&GB115,GB852drmC,"Are there phonologically bound reflexives/reciprocals at all, if there is affixal/clitic SAP-indexing at all (conditioned on morphologcial TAM)?",FALSE,FALSE,TRUE,S-SAP-09-C,S-REF-1-C,S-REF-1-C,,recode group 9 (merge features - recode via logical arguments - simple conditioning [conditioned feature]),if any SAP arguments indexed on the verb in the simple main clause at all (conditioned on TAM),GB625mC == 1,"1 GB114 == ""0"" & GB115 == ""0"";2 GB114 == ""1"";3 GB115 == ""1"";4 ((GB114 == ""0"" & GB115 == ""0"") | (GB114 == ""1"") | (GB115 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB305&GB306,GB853drm,Are there phonologically independent reflexives/reciprocals at all?,FALSE,TRUE,TRUE,D-REF-4,S-REF-1-O;S-REF-1-C,S-REF-1-C,isolating/affixing,recode group 2 (merge features - recode via logical arguments),none,,"1 GB305 == ""0"" & GB306 == ""0"";2 GB305 == ""1"";3 GB306 == ""1"";4 ((GB305 == ""0"" & GB306 == ""0"") | (GB305 == ""1"") | (GB306 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB072&GB073,GB887drmc,"Is there morphological case for oblique arguments (i.e. not S/A/P), if there is case at all?",FALSE,TRUE,TRUE,D-CAS-4,S-POS-CAS-2;S-POS-CAS-3;S-POS-CAS-4;S-CAS-02,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if morphological case present,GB480m == 1,"1 GB072 == ""0"" & GB073 == ""0"";2 GB072 == ""1"";3 GB073 == ""1"";4 ((GB072 == ""0"" & GB073 == ""0"") | (GB072 == ""1"") | (GB073 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB070&GB071,GB888drmc,"Is there morphological case for core arguments (i.e. S/A/P), if there is case at all?",FALSE,TRUE,FALSE,D-CAS-5;S-CAS-02,S-WOO-SAP-1-O,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if morphological case present,GB480m == 1,"1 GB070 == ""0"" & GB071 == ""0"";2 GB070 == ""1"";3 GB071 == ""1"";4 ((GB070 == ""0"" & GB071 == ""0"") | (GB070 == ""1"") | (GB071 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB070&GB071,GB888drmcC,"Is there morphological case for core arguments (i.e. S/A/P), if there is morphological case for oblique arguments?",FALSE,FALSE,TRUE,S-CAS-02,S-WOO-SAP-1-C,,,recode group 9 (merge features - recode via logical arguments - simple conditioning [conditioned feature]),if morphological case for oblique arguments present,GB887drmc == 1,"1 GB070 == ""0"" & GB071 == ""0"";2 GB070 == ""1"";3 GB071 == ""1"";4 ((GB070 == ""0"" & GB071 == ""0"") | (GB070 == ""1"") | (GB071 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB266&GB270,GB900EO,"Are there comparative constructions that employ a marker of the standard which elsewhere has a locational meaning, can comparatives be expressed using two conjoined clauses or neither?",FALSE,FALSE,TRUE,S-CPA-5,S-CPA-1a-C;S-CPA-1c-C;S-CPA-6-C;S-CPA-7-C;S-CPA-8-C,S-CPA-6-C;S-CPA-7-C;S-CPA-8-C;S-CPA-1a-C;S-CPA-1c-C,comparatives,recode group 2 (merge features - recode via logical arguments),none,,"1 GB266 == ""0"" & GB270 == ""0"";2 GB266 == ""1"" & GB270 %in% c(""?"", ""0"");3 GB270 == ""1"" & GB266 %in% c(""?"", ""0"");4 ((GB266 == ""0"" & GB270 == ""0"") | (GB266 == ""1"" & GB270 %in% c(""?"", ""0"")) | (GB270 == ""1"" & GB266 %in% c(""?"", ""0""))) == F",,neither;marker of standard with elsewhere locational meaning;conjoined clauses;?,1-2-3-4,Grammar_other
GB039&GB041&GB042&GB043&GB044&GB165&GB166&GB316&GB317&GB318&GB319&GB320&GB184&GB185&GB186,GB945m,Is there number marking within NPs at all?,FALSE,TRUE,TRUE,L-NUM-01,S-NUM-10;D-AGR-NUM;D-NUM-02;D-NUM-03;D-NUM-04;D-NUM-05;D-NUM-06;D-NUM-07;D-NUM-08;L-NUM-09;L-NUM-10;S-NUM-GEN-2,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB042 == ""0"" & GB043 == ""0"" & GB044 == ""0"" & GB165 == ""0"" & GB166 == ""0"" & GB316 == ""0"" & GB317 == ""0"" & GB318 == ""0"" & GB319 == ""0"" & GB320 == ""0"" & GB039 == ""0"" & GB042 == ""0"" & GB184 == ""0"" & GB185 == ""0"" & GB186 == ""0"";2 GB042 == ""1"";3 GB043 == ""1"";4 GB044 == ""1"";5 GB165 == ""1"";6 GB166 == ""1"";7 GB316 == ""1"";8 GB317 == ""1"";9 GB318 == ""1"";10 GB319 == ""1"";11 GB320 == ""1"";12 GB039 == ""1"";13 GB041 == ""1"";14 GB184 == ""1"";15 GB185 == ""1"";16 GB186 == ""1"";17 ((GB042 == ""0"" & GB043 == ""0"" & GB044 == ""0"" & GB165 == ""0"" & GB166 == ""0"" & GB316 == ""0"" & GB317 == ""0"" & GB318 == ""0"" & GB319 == ""0"" & GB320 == ""0"" & GB039 == ""0"" & GB042 == ""0"" & GB184 == ""0"" & GB185 == ""0"" & GB186 == ""0"") | (GB042 == ""1"") | (GB043 == ""1"") | (GB044 == ""1"") | (GB165 == ""1"") | (GB166 == ""1"") | (GB316 == ""1"") | (GB317 == ""1"") | (GB318 == ""1"") | (GB319 == ""1"") | (GB320 == ""1"") | (GB039 == ""1"") | (GB041 == ""1"") | (GB184 == ""1"") | (GB185 == ""1"") | (GB186 == ""1"")) == F",,0;1;?,1-2/3/4/5/6/7/8/9/10/11/12/13/14/15/16-17,Grammatical_categories
GB285&GB286,GB947mc,"Can polar interrogation be marked via segmental verbal morphology at all, if polar interrogation can be marked via verbal morphology at all?",FALSE,TRUE,TRUE,L-POL-2,L-POL-4;L-POL-6;S-POL-05,S-POL-05,polar interrogation,recode group 3 (merge features - recode via logical arguments - simple conditioning),if polar interrogation be marked via verbal morphology (segmental or tonal) at all,GB949m == 1,"1 GB285 == ""0"" & GB286 == ""0"";2 GB285 == ""1"";3 GB286 == ""1"";4 ((GB285 == ""0"" & GB286 == ""0"") | (GB285 == ""1"") | (GB286 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB285&GB286&GB291,GB949m,Can polar interrogation be marked via verbal morphology at all?,FALSE,TRUE,TRUE,L-POL-1,S-POL-03;L-POL-2;L-POL-5;S-POL-10;S-POL-13;S-POL-07,S-POL-13;S-POL-07;S-POL-10;S-POL-03,polar interrogation;isolating/affixing,recode group 2 (merge features - recode via logical arguments),none,,"1 GB285 == ""0"" & GB286 == ""0"" & GB291 == ""0"";2 GB285 == ""1"";3 GB286 == ""1"";4 GB291 == ""1"";5 ((GB285 == ""0"" & GB286 == ""0"" & GB291 == ""0"") | (GB285 == ""1"") | (GB286 == ""1"") | (GB291 == ""1"")) == F",,0;1;?,1-2/3/4-5,Grammar_other
GB262&GB263&GB264&GB285,GB950m,Can polar interrogation be marked with a polar interrogative particle at all?,FALSE,TRUE,TRUE,L-POL-3,S-POL-03;L-POL-6;L-POL-7;L-POL-8;L-POL-9;S-POL-WOO-1;S-POL-09;S-POL-11;S-POL-06,S-POL-11;S-POL-09;S-POL-06;S-POL-03,polar interrogation,recode group 2 (merge features - recode via logical arguments),none,,"1 GB262 == ""0"" & GB263 == ""0"" & GB264 == ""0"" & GB285 == ""0"";2 GB262 == ""1"";3 GB263 == ""1"";4 GB264 == ""1"";5 GB285 == ""1"";6 ((GB262 == ""0"" & GB263 == ""0"" & GB264 == ""0"" & GB285 == ""0"") | (GB262 == ""1"") | (GB263 == ""1"") | (GB264 == ""1"") | (GB285 == ""1"")) == F",,0;1;?,1-2/3/4/5-6,Grammar_other
GB316&GB042,GB951drmc,"Is there singular marking within NPs at all, if there is number marking within NPs at all?",FALSE,TRUE,FALSE,S-NUM-02;D-NUM-02,,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if number marking of NPs present,GB945m == 1,"1 GB316 == ""0"" & GB042 == ""0"";2 GB316 == ""1"";3 GB042 == ""1"";4 ((GB316 == ""0"" & GB042 == ""0"") | (GB316 == ""1"") |(GB042 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB316&GB042,GB951drmcC,"Is there singular marking within NPs at all, if there is plural marking within NPs at all?",FALSE,FALSE,TRUE,S-NUM-02,,,,recode group 4 (merge features - recode via logical arguments - multiple conditioning),if number marking of NPs present and if plural marking of NPs present,GB955drmc == 1 & GB945m == 1,"1 GB316 == ""0"" & GB042 == ""0"";2 GB316 == ""1"";3 GB042 == ""1"";4 ((GB316 == ""0"" & GB042 == ""0"") | (GB316 == ""1"") | (GB042 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB317&GB043,GB952drmc,"Is there dual marking within NPs at all, if there is number marking within NPs at all?",FALSE,TRUE,FALSE,S-NUM-03;D-NUM-03,S-NUM-05,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if number marking of NPs present,GB945m == 1,"1 GB317 == ""0"" & GB043 == ""0"";2 GB317 == ""1"";3 GB043 == ""1"";4 ((GB317 == ""0"" & GB043 == ""0"") | (GB317 == ""1"") | (GB043 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB317&GB043,GB952drmcC,"Is there dual marking within NPs at all, if there is plural marking within NPs at all?",FALSE,FALSE,TRUE,S-NUM-03,S-NUM-04-C,S-NUM-04-C,,recode group 4 (merge features - recode via logical arguments - multiple conditioning),if number marking of NPs present and if plural marking of NPs present,GB955drmc == 1 & GB945m == 1,"1 GB317 == ""0"" & GB043 == ""0"";2 GB317 == ""1"";3 GB043 == ""1"";4 ((GB317 == ""0"" & GB043 == ""0"") | (GB317 == ""1"") | (GB043 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB319&GB165,GB953drmc,"Is there trial marking within NPs at all, if there is number marking within NPs at all?",FALSE,TRUE,FALSE,S-NUM-05;D-NUM-04,S-NUM-11-O,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if number marking of NPs present,GB945m == 1,"1 GB319 == ""0"" & GB165 == ""0"";2 GB319 == ""1"";3 GB165 == ""1"";4 ((GB319 == ""0"" & GB165 == ""0"") | (GB319 == ""1"") | (GB165 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB319&GB165,GB953drmcC,"Is there trial marking within NPs at all, if there is dual marking within NPs at all?",FALSE,FALSE,TRUE,S-NUM-05,S-NUM-11-C,,,recode group 4 (merge features - recode via logical arguments - multiple conditioning),if plural marking of NPs present and if dual marking of NPs present,GB945m == 1 & GB952drmc == 1,"1 GB319 == ""0"" & GB165 == ""0"";2 GB319 == ""1"";3 GB165 == ""1"";4 ((GB319 == ""0"" & GB165 == ""0"") | (GB319 == ""1"") | (GB165 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB320&GB166,GB954drmc,"Is there paucal marking within NPs at all, if there is number marking within NPs at all?",FALSE,TRUE,FALSE,D-NUM-05;S-NUM-11-C,S-NUM-06-O;S-NUM-11-O,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if number marking of NPs present,GB945m == 1,"1 GB320 == ""0"" & GB166 == ""0"";2 GB320 == ""1"";3 GB166 == ""1"";4 ((GB320 == ""0"" & GB166 == ""0"") | (GB320 == ""1"") | (GB166 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB320&GB166,GB954drmcC,"Is there paucal marking within NPs at all, if there is number marking within NPs at all and if there is no trial marking (conditioned on dual marking)?",FALSE,FALSE,TRUE,S-NUM-11-C,S-NUM-06-C,,,recode group 10 (merge features - recode via logical arguments - multiple conditioning [conditioned feature]),if number marking of NPs present and if trial marking is not present,GB945m == 1 & GB953drmcC != 1,"1 GB320 == ""0"" & GB166 == ""0"";2 GB320 == ""1"";3 GB166 == ""1"";4 ((GB320 == ""0"" & GB166 == ""0"") | (GB320 == ""1"") | (GB166 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB318&GB044,GB955drmc,"Is there plural marking within NPs at all, if there is number marking within NPs at all?",FALSE,TRUE,TRUE,D-NUM-06,S-NUM-02;S-NUM-03;S-NUM-06-O;S-NUM-06-C;S-NUM-08;S-NUM-09,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if number marking of NPs present,GB945m == 1,"1 GB318 == ""0"" & GB044 == ""0"";2 GB318 == ""1"";3 GB044 == ""1"";4 ((GB318 == ""0"" & GB044 == ""0"") | (GB318 == ""1"") | (GB044 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB316&GB317&GB318&GB319&GB320,GB990drmc,"Is there phonologically free number marking of NPs at all, if there is number marking within NPs at all?",FALSE,TRUE,FALSE,S-NUM-08;D-NUM-07,S-NUM-07-O,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if number marking of NPs present,GB945m == 1,"1 GB316 == ""0"" & GB317 == ""0"" & GB318 == ""0"" & GB319 == ""0"" & GB320 == ""0"";2 GB316 == ""1"";3 GB317 == ""1"";4 GB318 == ""1"";5 GB319 == ""1"";6 GB320 == ""1"";7 ((GB316 == ""0"" & GB317 == ""0"" & GB318 == ""0"" & GB319 == ""0"" & GB320 == ""0"") | (GB316 == ""1"") | (GB317 == ""1"") | (GB318 == ""1"") | (GB319 == ""1"") | (GB320 == ""1"")) == F",,0;1;?,1-2/3/4/5/6-7,Grammar_other
GB316&GB317&GB318&GB319&GB320,GB990drmcC,"Is there phonologically free number marking within NPs at all, if there is plural marking within NPs at all?",FALSE,FALSE,TRUE,S-NUM-08,S-NUM-07-C,S-NUM-07-C,isolating/affixing,recode group 4 (merge features - recode via logical arguments - multiple conditioning),if number marking of NPs present and if plural marking of NPs present,GB955drmc == 1 & GB945m == 1,"1 GB316 == ""0"" & GB317 == ""0"" & GB318 == ""0"" & GB319 == ""0"" & GB320 == ""0"";2 GB316 == ""1"";3 GB317 == ""1"";4 GB318 == ""1"";5 GB319 == ""1"";6 GB320 == ""1"";7 ((GB316 == ""0"" & GB317 == ""0"" & GB318 == ""0"" & GB319 == ""0"" & GB320 == ""0"") | (GB316 == ""1"") | (GB317 == ""1"") | (GB318 == ""1"") | (GB319 == ""1"") | (GB320 == ""1"")) == F",,0;1;?,1-2/3/4/5/6-7,Grammar_other
GB042&GB043&GB044&GB165&GB166,GB991drmc,"Is there morphological number marking of nouns at all, if there is number marking within NPs at all?",FALSE,TRUE,FALSE,S-NUM-09;D-NUM-08,S-NUM-07-O,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if number marking of NPs present,GB945m == 1,"1 GB042 == ""0"" & GB043 == ""0"" & GB044 == ""0"" & GB165 == ""0"" & GB166 == ""0"";2 GB042 == ""1"";3 GB043 == ""1"";4 GB044 == ""1"";5 GB165 == ""1"";6 GB166 == ""1"";7 ((GB042 == ""0"" & GB043 == ""0"" & GB044 == ""0"" & GB165 == ""0"" & GB166 == ""0"") | (GB042 == ""1"") | (GB043 == ""1"") | (GB044 == ""1"") | (GB165 == ""1"") | (GB166 == ""1"")) == F",,0;1;?,1-2/3/4/5/6-7,Grammar_other
GB042&GB043&GB044&GB165&GB166,GB991drmcC,"Is there morphological number marking of nouns at all, if there is plural marking within NPs at all?",FALSE,FALSE,TRUE,S-NUM-09,S-NUM-07-C,S-NUM-07-C,isolating/affixing,recode group 4 (merge features - recode via logical arguments - multiple conditioning),if number marking of NPs present and if plural marking of NPs present,GB955drmc == 1 & GB945m == 1,"1 GB042 == ""0"" & GB043 == ""0"" & GB044 == ""0"" & GB165 == ""0"" & GB166 == ""0"";2 GB042 == ""1"";3 GB043 == ""1"";4 GB044 == ""1"";5 GB165 == ""1"";6 GB166 == ""1"";7 ((GB042 == ""0"" & GB043 == ""0"" & GB044 == ""0"" & GB165 == ""0"" & GB166 == ""0"") | (GB042 == ""1"") | (GB043 == ""1"") | (GB044 == ""1"") | (GB165 == ""1"") | (GB166 == ""1"")) == F",,0;1;?,1-2/3/4/5/6-7,Grammar_other
GB025&GB193,GB995F,What is the interaction in word order between noun and demonstrative and noun and adjective?,FALSE,FALSE,TRUE,S-WOO-04,S-WOO-08-C;S-WOO-05-C;S-WOO-03-C;S-WOO-01-C,S-WOO-03-C,word order,recode group 2 (merge features - recode via logical arguments),none,,"1 GB025 == ""1"" & GB193 == ""1"";2 GB025 == ""1"" & GB193 == ""2"";3 GB025 == ""2"" & GB193 == ""1"";4 GB025 == ""2"" & GB193 == ""2"";5 GB025 == ""3"";6 GB025 == ""?"";7 GB193 == ""3"";8 GB193 == ""?""",,adj-noun and dem-noun;adj-noun and noun-dem;noun-adj and dem-noun;noun-adj and noun-dem;?,1-2-3-4-5/6/7/8,Grammar_linear_order
